LAST SEEN   TYPE      REASON                         OBJECT                                                  MESSAGE
7m33s       Normal    Pulled                         pod/generic-frontend-17-r521t-krjxr-0rpd3               Container image "hub.simloudcorp.customers.simloud.com/simloud/vault/vault:1.9.2-1" already present on machine
7m33s       Normal    Created                        pod/generic-frontend-17-r521t-krjxr-0rpd3               Created container vault-agent-init
7m33s       Normal    Started                        pod/generic-frontend-17-r521t-krjxr-0rpd3               Started container vault-agent-init
7m32s       Normal    Pulled                         pod/generic-frontend-17-r521t-krjxr-0rpd3               Container image "hub.simloudcorp.customers.simloud.com/simloud/jenkins-slave/jenkins-slave:4.13.2-1-2342-jdk11" already present on machine
7m32s       Normal    Created                        pod/generic-frontend-17-r521t-krjxr-0rpd3               Created container jnlp
7m32s       Normal    Started                        pod/generic-frontend-17-r521t-krjxr-0rpd3               Started container jnlp
7m32s       Normal    Pulled                         pod/generic-frontend-17-r521t-krjxr-0rpd3               Container image "hub.simloudcorp.customers.simloud.com/simloud/vault/vault:1.9.2-1" already present on machine
7m32s       Normal    Created                        pod/generic-frontend-17-r521t-krjxr-0rpd3               Created container vault-agent
7m32s       Normal    Started                        pod/generic-frontend-17-r521t-krjxr-0rpd3               Started container vault-agent
5m39s       Normal    Killing                        pod/generic-frontend-17-r521t-krjxr-0rpd3               Stopping container jnlp
5m39s       Normal    Killing                        pod/generic-frontend-17-r521t-krjxr-0rpd3               Stopping container vault-agent
49m         Normal    Scheduled                      pod/generic-kubernetes-29-sbkw4-02fmq-ps6bq             Successfully assigned default/generic-kubernetes-29-sbkw4-02fmq-ps6bq to ip-10-1-52-192.eu-west-3.compute.internal
49m         Normal    Pulling                        pod/generic-kubernetes-29-sbkw4-02fmq-ps6bq             Pulling image "hub.simloudcorp.customers.simloud.com/simloud/vault/vault:1.9.2-1"
49m         Normal    Pulled                         pod/generic-kubernetes-29-sbkw4-02fmq-ps6bq             Successfully pulled image "hub.simloudcorp.customers.simloud.com/simloud/vault/vault:1.9.2-1" in 11.609394152s
49m         Normal    Created                        pod/generic-kubernetes-29-sbkw4-02fmq-ps6bq             Created container vault-agent-init
49m         Normal    Started                        pod/generic-kubernetes-29-sbkw4-02fmq-ps6bq             Started container vault-agent-init
49m         Normal    Pulling                        pod/generic-kubernetes-29-sbkw4-02fmq-ps6bq             Pulling image "hub.simloudcorp.customers.simloud.com/simloud/jenkins-slave/jenkins-slave:4.13.2-1-2342-jdk11"
48m         Normal    Pulled                         pod/generic-kubernetes-29-sbkw4-02fmq-ps6bq             Successfully pulled image "hub.simloudcorp.customers.simloud.com/simloud/jenkins-slave/jenkins-slave:4.13.2-1-2342-jdk11" in 56.305561429s
48m         Normal    Created                        pod/generic-kubernetes-29-sbkw4-02fmq-ps6bq             Created container jnlp
48m         Normal    Started                        pod/generic-kubernetes-29-sbkw4-02fmq-ps6bq             Started container jnlp
48m         Normal    Pulled                         pod/generic-kubernetes-29-sbkw4-02fmq-ps6bq             Container image "hub.simloudcorp.customers.simloud.com/simloud/vault/vault:1.9.2-1" already present on machine
48m         Normal    Created                        pod/generic-kubernetes-29-sbkw4-02fmq-ps6bq             Created container vault-agent
48m         Normal    Started                        pod/generic-kubernetes-29-sbkw4-02fmq-ps6bq             Started container vault-agent
45m         Normal    Killing                        pod/generic-kubernetes-29-sbkw4-02fmq-ps6bq             Stopping container jnlp
45m         Normal    Killing                        pod/generic-kubernetes-29-sbkw4-02fmq-ps6bq             Stopping container vault-agent
49m         Normal    Scheduled                      pod/generic-kubernetes-30-0cj6s-8x9ss-2bhb6             Successfully assigned default/generic-kubernetes-30-0cj6s-8x9ss-2bhb6 to ip-10-1-52-192.eu-west-3.compute.internal
49m         Normal    Pulling                        pod/generic-kubernetes-30-0cj6s-8x9ss-2bhb6             Pulling image "hub.simloudcorp.customers.simloud.com/simloud/vault/vault:1.9.2-1"
49m         Normal    Pulled                         pod/generic-kubernetes-30-0cj6s-8x9ss-2bhb6             Successfully pulled image "hub.simloudcorp.customers.simloud.com/simloud/vault/vault:1.9.2-1" in 11.862260887s
49m         Normal    Created                        pod/generic-kubernetes-30-0cj6s-8x9ss-2bhb6             Created container vault-agent-init
49m         Normal    Started                        pod/generic-kubernetes-30-0cj6s-8x9ss-2bhb6             Started container vault-agent-init
49m         Normal    Pulling                        pod/generic-kubernetes-30-0cj6s-8x9ss-2bhb6             Pulling image "hub.simloudcorp.customers.simloud.com/simloud/jenkins-slave/jenkins-slave:4.13.2-1-2342-jdk11"
48m         Normal    Pulled                         pod/generic-kubernetes-30-0cj6s-8x9ss-2bhb6             Successfully pulled image "hub.simloudcorp.customers.simloud.com/simloud/jenkins-slave/jenkins-slave:4.13.2-1-2342-jdk11" in 56.290207543s
48m         Normal    Created                        pod/generic-kubernetes-30-0cj6s-8x9ss-2bhb6             Created container jnlp
48m         Normal    Started                        pod/generic-kubernetes-30-0cj6s-8x9ss-2bhb6             Started container jnlp
48m         Normal    Pulled                         pod/generic-kubernetes-30-0cj6s-8x9ss-2bhb6             Container image "hub.simloudcorp.customers.simloud.com/simloud/vault/vault:1.9.2-1" already present on machine
48m         Normal    Created                        pod/generic-kubernetes-30-0cj6s-8x9ss-2bhb6             Created container vault-agent
48m         Normal    Started                        pod/generic-kubernetes-30-0cj6s-8x9ss-2bhb6             Started container vault-agent
45m         Normal    Killing                        pod/generic-kubernetes-30-0cj6s-8x9ss-2bhb6             Stopping container jnlp
45m         Normal    Killing                        pod/generic-kubernetes-30-0cj6s-8x9ss-2bhb6             Stopping container vault-agent
35m         Normal    Scheduled                      pod/generic-kubernetes-31-05krt-hjwd3-hnt4m             Successfully assigned default/generic-kubernetes-31-05krt-hjwd3-hnt4m to ip-10-1-29-31.eu-west-3.compute.internal
35m         Normal    Pulled                         pod/generic-kubernetes-31-05krt-hjwd3-hnt4m             Container image "hub.simloudcorp.customers.simloud.com/simloud/vault/vault:1.9.2-1" already present on machine
35m         Normal    Created                        pod/generic-kubernetes-31-05krt-hjwd3-hnt4m             Created container vault-agent-init
35m         Normal    Started                        pod/generic-kubernetes-31-05krt-hjwd3-hnt4m             Started container vault-agent-init
35m         Normal    Pulled                         pod/generic-kubernetes-31-05krt-hjwd3-hnt4m             Container image "hub.simloudcorp.customers.simloud.com/simloud/jenkins-slave/jenkins-slave:4.13.2-1-2342-jdk11" already present on machine
35m         Normal    Created                        pod/generic-kubernetes-31-05krt-hjwd3-hnt4m             Created container jnlp
35m         Normal    Started                        pod/generic-kubernetes-31-05krt-hjwd3-hnt4m             Started container jnlp
35m         Normal    Pulled                         pod/generic-kubernetes-31-05krt-hjwd3-hnt4m             Container image "hub.simloudcorp.customers.simloud.com/simloud/vault/vault:1.9.2-1" already present on machine
35m         Normal    Created                        pod/generic-kubernetes-31-05krt-hjwd3-hnt4m             Created container vault-agent
35m         Normal    Started                        pod/generic-kubernetes-31-05krt-hjwd3-hnt4m             Started container vault-agent
33m         Normal    Killing                        pod/generic-kubernetes-31-05krt-hjwd3-hnt4m             Stopping container jnlp
33m         Normal    Killing                        pod/generic-kubernetes-31-05krt-hjwd3-hnt4m             Stopping container vault-agent
35m         Normal    Scheduled                      pod/generic-kubernetes-32-5w9j7-3jxx6-6phlh             Successfully assigned default/generic-kubernetes-32-5w9j7-3jxx6-6phlh to ip-10-1-29-31.eu-west-3.compute.internal
35m         Normal    Pulled                         pod/generic-kubernetes-32-5w9j7-3jxx6-6phlh             Container image "hub.simloudcorp.customers.simloud.com/simloud/vault/vault:1.9.2-1" already present on machine
35m         Normal    Created                        pod/generic-kubernetes-32-5w9j7-3jxx6-6phlh             Created container vault-agent-init
35m         Normal    Started                        pod/generic-kubernetes-32-5w9j7-3jxx6-6phlh             Started container vault-agent-init
35m         Normal    Pulled                         pod/generic-kubernetes-32-5w9j7-3jxx6-6phlh             Container image "hub.simloudcorp.customers.simloud.com/simloud/jenkins-slave/jenkins-slave:4.13.2-1-2342-jdk11" already present on machine
35m         Normal    Created                        pod/generic-kubernetes-32-5w9j7-3jxx6-6phlh             Created container jnlp
35m         Normal    Started                        pod/generic-kubernetes-32-5w9j7-3jxx6-6phlh             Started container jnlp
35m         Normal    Pulled                         pod/generic-kubernetes-32-5w9j7-3jxx6-6phlh             Container image "hub.simloudcorp.customers.simloud.com/simloud/vault/vault:1.9.2-1" already present on machine
35m         Normal    Created                        pod/generic-kubernetes-32-5w9j7-3jxx6-6phlh             Created container vault-agent
35m         Normal    Started                        pod/generic-kubernetes-32-5w9j7-3jxx6-6phlh             Started container vault-agent
33m         Normal    Killing                        pod/generic-kubernetes-32-5w9j7-3jxx6-6phlh             Stopping container jnlp
33m         Normal    Killing                        pod/generic-kubernetes-32-5w9j7-3jxx6-6phlh             Stopping container vault-agent
7m27s       Normal    Scheduled                      pod/generic-kubernetes-33-qbqc2-cstng-57zf1             Successfully assigned default/generic-kubernetes-33-qbqc2-cstng-57zf1 to ip-10-1-62-180.eu-west-3.compute.internal
7m26s       Normal    Pulled                         pod/generic-kubernetes-33-qbqc2-cstng-57zf1             Container image "hub.simloudcorp.customers.simloud.com/simloud/vault/vault:1.9.2-1" already present on machine
7m26s       Normal    Created                        pod/generic-kubernetes-33-qbqc2-cstng-57zf1             Created container vault-agent-init
7m26s       Normal    Started                        pod/generic-kubernetes-33-qbqc2-cstng-57zf1             Started container vault-agent-init
7m25s       Normal    Pulled                         pod/generic-kubernetes-33-qbqc2-cstng-57zf1             Container image "hub.simloudcorp.customers.simloud.com/simloud/jenkins-slave/jenkins-slave:4.13.2-1-2342-jdk11" already present on machine
7m25s       Normal    Created                        pod/generic-kubernetes-33-qbqc2-cstng-57zf1             Created container jnlp
7m25s       Normal    Started                        pod/generic-kubernetes-33-qbqc2-cstng-57zf1             Started container jnlp
7m25s       Normal    Pulled                         pod/generic-kubernetes-33-qbqc2-cstng-57zf1             Container image "hub.simloudcorp.customers.simloud.com/simloud/vault/vault:1.9.2-1" already present on machine
7m25s       Normal    Created                        pod/generic-kubernetes-33-qbqc2-cstng-57zf1             Created container vault-agent
7m24s       Normal    Started                        pod/generic-kubernetes-33-qbqc2-cstng-57zf1             Started container vault-agent
4m41s       Normal    Killing                        pod/generic-kubernetes-33-qbqc2-cstng-57zf1             Stopping container jnlp
4m41s       Normal    Killing                        pod/generic-kubernetes-33-qbqc2-cstng-57zf1             Stopping container vault-agent
7m27s       Normal    Scheduled                      pod/generic-kubernetes-34-3xlww-mm73l-gwnfz             Successfully assigned default/generic-kubernetes-34-3xlww-mm73l-gwnfz to ip-10-1-26-106.eu-west-3.compute.internal
7m26s       Normal    Pulling                        pod/generic-kubernetes-34-3xlww-mm73l-gwnfz             Pulling image "hub.simloudcorp.customers.simloud.com/simloud/vault/vault:1.9.2-1"
7m13s       Normal    Pulled                         pod/generic-kubernetes-34-3xlww-mm73l-gwnfz             Successfully pulled image "hub.simloudcorp.customers.simloud.com/simloud/vault/vault:1.9.2-1" in 13.027679092s
7m13s       Normal    Created                        pod/generic-kubernetes-34-3xlww-mm73l-gwnfz             Created container vault-agent-init
7m13s       Normal    Started                        pod/generic-kubernetes-34-3xlww-mm73l-gwnfz             Started container vault-agent-init
7m12s       Normal    Pulling                        pod/generic-kubernetes-34-3xlww-mm73l-gwnfz             Pulling image "hub.simloudcorp.customers.simloud.com/simloud/jenkins-slave/jenkins-slave:4.13.2-1-2342-jdk11"
6m11s       Normal    Pulled                         pod/generic-kubernetes-34-3xlww-mm73l-gwnfz             Successfully pulled image "hub.simloudcorp.customers.simloud.com/simloud/jenkins-slave/jenkins-slave:4.13.2-1-2342-jdk11" in 1m1.203701403s
6m9s        Normal    Created                        pod/generic-kubernetes-34-3xlww-mm73l-gwnfz             Created container jnlp
6m9s        Normal    Started                        pod/generic-kubernetes-34-3xlww-mm73l-gwnfz             Started container jnlp
6m9s        Normal    Pulled                         pod/generic-kubernetes-34-3xlww-mm73l-gwnfz             Container image "hub.simloudcorp.customers.simloud.com/simloud/vault/vault:1.9.2-1" already present on machine
6m9s        Normal    Created                        pod/generic-kubernetes-34-3xlww-mm73l-gwnfz             Created container vault-agent
6m9s        Normal    Started                        pod/generic-kubernetes-34-3xlww-mm73l-gwnfz             Started container vault-agent
3m40s       Normal    Killing                        pod/generic-kubernetes-34-3xlww-mm73l-gwnfz             Stopping container jnlp
3m40s       Normal    Killing                        pod/generic-kubernetes-34-3xlww-mm73l-gwnfz             Stopping container vault-agent
46m         Normal    Scheduled                      pod/generic-kubernetes-deploy-29-h70hs-z08tj-nldgq      Successfully assigned default/generic-kubernetes-deploy-29-h70hs-z08tj-nldgq to ip-10-1-1-25.eu-west-3.compute.internal
46m         Normal    Pulled                         pod/generic-kubernetes-deploy-29-h70hs-z08tj-nldgq      Container image "hub.simloudcorp.customers.simloud.com/simloud/vault/vault:1.9.2-1" already present on machine
46m         Normal    Created                        pod/generic-kubernetes-deploy-29-h70hs-z08tj-nldgq      Created container vault-agent-init
46m         Normal    Started                        pod/generic-kubernetes-deploy-29-h70hs-z08tj-nldgq      Started container vault-agent-init
46m         Normal    Pulling                        pod/generic-kubernetes-deploy-29-h70hs-z08tj-nldgq      Pulling image "hub.simloudcorp.customers.simloud.com/simloud/jenkins-slave/jenkins-slave:4.13.2-1-2342-jdk11"
46m         Normal    Pulled                         pod/generic-kubernetes-deploy-29-h70hs-z08tj-nldgq      Successfully pulled image "hub.simloudcorp.customers.simloud.com/simloud/jenkins-slave/jenkins-slave:4.13.2-1-2342-jdk11" in 16.472640758s
46m         Normal    Created                        pod/generic-kubernetes-deploy-29-h70hs-z08tj-nldgq      Created container jnlp
46m         Normal    Started                        pod/generic-kubernetes-deploy-29-h70hs-z08tj-nldgq      Started container jnlp
46m         Normal    Pulled                         pod/generic-kubernetes-deploy-29-h70hs-z08tj-nldgq      Container image "hub.simloudcorp.customers.simloud.com/simloud/vault/vault:1.9.2-1" already present on machine
46m         Normal    Created                        pod/generic-kubernetes-deploy-29-h70hs-z08tj-nldgq      Created container vault-agent
46m         Normal    Started                        pod/generic-kubernetes-deploy-29-h70hs-z08tj-nldgq      Started container vault-agent
45m         Normal    Killing                        pod/generic-kubernetes-deploy-29-h70hs-z08tj-nldgq      Stopping container jnlp
45m         Normal    Killing                        pod/generic-kubernetes-deploy-29-h70hs-z08tj-nldgq      Stopping container vault-agent
46m         Normal    Scheduled                      pod/generic-kubernetes-deploy-30-k6skk-1dqml-tfp7t      Successfully assigned default/generic-kubernetes-deploy-30-k6skk-1dqml-tfp7t to ip-10-1-29-31.eu-west-3.compute.internal
46m         Normal    Pulled                         pod/generic-kubernetes-deploy-30-k6skk-1dqml-tfp7t      Container image "hub.simloudcorp.customers.simloud.com/simloud/vault/vault:1.9.2-1" already present on machine
46m         Normal    Created                        pod/generic-kubernetes-deploy-30-k6skk-1dqml-tfp7t      Created container vault-agent-init
46m         Normal    Started                        pod/generic-kubernetes-deploy-30-k6skk-1dqml-tfp7t      Started container vault-agent-init
46m         Normal    Pulled                         pod/generic-kubernetes-deploy-30-k6skk-1dqml-tfp7t      Container image "hub.simloudcorp.customers.simloud.com/simloud/jenkins-slave/jenkins-slave:4.13.2-1-2342-jdk11" already present on machine
46m         Normal    Created                        pod/generic-kubernetes-deploy-30-k6skk-1dqml-tfp7t      Created container jnlp
46m         Normal    Started                        pod/generic-kubernetes-deploy-30-k6skk-1dqml-tfp7t      Started container jnlp
46m         Normal    Pulled                         pod/generic-kubernetes-deploy-30-k6skk-1dqml-tfp7t      Container image "hub.simloudcorp.customers.simloud.com/simloud/vault/vault:1.9.2-1" already present on machine
46m         Normal    Created                        pod/generic-kubernetes-deploy-30-k6skk-1dqml-tfp7t      Created container vault-agent
46m         Normal    Started                        pod/generic-kubernetes-deploy-30-k6skk-1dqml-tfp7t      Started container vault-agent
45m         Normal    Killing                        pod/generic-kubernetes-deploy-30-k6skk-1dqml-tfp7t      Stopping container jnlp
45m         Normal    Killing                        pod/generic-kubernetes-deploy-30-k6skk-1dqml-tfp7t      Stopping container vault-agent
34m         Normal    Scheduled                      pod/generic-kubernetes-deploy-31-6vxdd-w8kl1-vhb5x      Successfully assigned default/generic-kubernetes-deploy-31-6vxdd-w8kl1-vhb5x to ip-10-1-38-3.eu-west-3.compute.internal
34m         Normal    Pulled                         pod/generic-kubernetes-deploy-31-6vxdd-w8kl1-vhb5x      Container image "hub.simloudcorp.customers.simloud.com/simloud/vault/vault:1.9.2-1" already present on machine
34m         Normal    Created                        pod/generic-kubernetes-deploy-31-6vxdd-w8kl1-vhb5x      Created container vault-agent-init
34m         Normal    Started                        pod/generic-kubernetes-deploy-31-6vxdd-w8kl1-vhb5x      Started container vault-agent-init
34m         Normal    Pulled                         pod/generic-kubernetes-deploy-31-6vxdd-w8kl1-vhb5x      Container image "hub.simloudcorp.customers.simloud.com/simloud/jenkins-slave/jenkins-slave:4.13.2-1-2342-jdk11" already present on machine
34m         Normal    Created                        pod/generic-kubernetes-deploy-31-6vxdd-w8kl1-vhb5x      Created container jnlp
34m         Normal    Started                        pod/generic-kubernetes-deploy-31-6vxdd-w8kl1-vhb5x      Started container jnlp
34m         Normal    Pulled                         pod/generic-kubernetes-deploy-31-6vxdd-w8kl1-vhb5x      Container image "hub.simloudcorp.customers.simloud.com/simloud/vault/vault:1.9.2-1" already present on machine
34m         Normal    Created                        pod/generic-kubernetes-deploy-31-6vxdd-w8kl1-vhb5x      Created container vault-agent
34m         Normal    Started                        pod/generic-kubernetes-deploy-31-6vxdd-w8kl1-vhb5x      Started container vault-agent
33m         Normal    Killing                        pod/generic-kubernetes-deploy-31-6vxdd-w8kl1-vhb5x      Stopping container jnlp
33m         Normal    Killing                        pod/generic-kubernetes-deploy-31-6vxdd-w8kl1-vhb5x      Stopping container vault-agent
34m         Normal    Scheduled                      pod/generic-kubernetes-deploy-32-cnb5q-7fxz8-0cd31      Successfully assigned default/generic-kubernetes-deploy-32-cnb5q-7fxz8-0cd31 to ip-10-1-38-3.eu-west-3.compute.internal
34m         Normal    Pulled                         pod/generic-kubernetes-deploy-32-cnb5q-7fxz8-0cd31      Container image "hub.simloudcorp.customers.simloud.com/simloud/vault/vault:1.9.2-1" already present on machine
34m         Normal    Created                        pod/generic-kubernetes-deploy-32-cnb5q-7fxz8-0cd31      Created container vault-agent-init
34m         Normal    Started                        pod/generic-kubernetes-deploy-32-cnb5q-7fxz8-0cd31      Started container vault-agent-init
34m         Normal    Pulled                         pod/generic-kubernetes-deploy-32-cnb5q-7fxz8-0cd31      Container image "hub.simloudcorp.customers.simloud.com/simloud/jenkins-slave/jenkins-slave:4.13.2-1-2342-jdk11" already present on machine
34m         Normal    Created                        pod/generic-kubernetes-deploy-32-cnb5q-7fxz8-0cd31      Created container jnlp
34m         Normal    Started                        pod/generic-kubernetes-deploy-32-cnb5q-7fxz8-0cd31      Started container jnlp
34m         Normal    Pulled                         pod/generic-kubernetes-deploy-32-cnb5q-7fxz8-0cd31      Container image "hub.simloudcorp.customers.simloud.com/simloud/vault/vault:1.9.2-1" already present on machine
34m         Normal    Created                        pod/generic-kubernetes-deploy-32-cnb5q-7fxz8-0cd31      Created container vault-agent
34m         Normal    Started                        pod/generic-kubernetes-deploy-32-cnb5q-7fxz8-0cd31      Started container vault-agent
33m         Normal    Killing                        pod/generic-kubernetes-deploy-32-cnb5q-7fxz8-0cd31      Stopping container jnlp
33m         Normal    Killing                        pod/generic-kubernetes-deploy-32-cnb5q-7fxz8-0cd31      Stopping container vault-agent
5m47s       Normal    Scheduled                      pod/generic-kubernetes-deploy-33-g28d3-gztsq-x5x5x      Successfully assigned default/generic-kubernetes-deploy-33-g28d3-gztsq-x5x5x to ip-10-1-26-106.eu-west-3.compute.internal
5m45s       Normal    Pulled                         pod/generic-kubernetes-deploy-33-g28d3-gztsq-x5x5x      Container image "hub.simloudcorp.customers.simloud.com/simloud/vault/vault:1.9.2-1" already present on machine
5m45s       Normal    Created                        pod/generic-kubernetes-deploy-33-g28d3-gztsq-x5x5x      Created container vault-agent-init
5m45s       Normal    Started                        pod/generic-kubernetes-deploy-33-g28d3-gztsq-x5x5x      Started container vault-agent-init
5m44s       Normal    Pulled                         pod/generic-kubernetes-deploy-33-g28d3-gztsq-x5x5x      Container image "hub.simloudcorp.customers.simloud.com/simloud/jenkins-slave/jenkins-slave:4.13.2-1-2342-jdk11" already present on machine
5m44s       Normal    Created                        pod/generic-kubernetes-deploy-33-g28d3-gztsq-x5x5x      Created container jnlp
5m44s       Normal    Started                        pod/generic-kubernetes-deploy-33-g28d3-gztsq-x5x5x      Started container jnlp
5m44s       Normal    Pulled                         pod/generic-kubernetes-deploy-33-g28d3-gztsq-x5x5x      Container image "hub.simloudcorp.customers.simloud.com/simloud/vault/vault:1.9.2-1" already present on machine
5m44s       Normal    Created                        pod/generic-kubernetes-deploy-33-g28d3-gztsq-x5x5x      Created container vault-agent
5m43s       Normal    Started                        pod/generic-kubernetes-deploy-33-g28d3-gztsq-x5x5x      Started container vault-agent
4m41s       Normal    Killing                        pod/generic-kubernetes-deploy-33-g28d3-gztsq-x5x5x      Stopping container jnlp
4m41s       Normal    Killing                        pod/generic-kubernetes-deploy-33-g28d3-gztsq-x5x5x      Stopping container vault-agent
4m27s       Normal    Scheduled                      pod/generic-kubernetes-deploy-34-q3801-pb7sj-qwgmc      Successfully assigned default/generic-kubernetes-deploy-34-q3801-pb7sj-qwgmc to ip-10-1-51-246.eu-west-3.compute.internal
4m26s       Normal    Pulled                         pod/generic-kubernetes-deploy-34-q3801-pb7sj-qwgmc      Container image "hub.simloudcorp.customers.simloud.com/simloud/vault/vault:1.9.2-1" already present on machine
4m26s       Normal    Created                        pod/generic-kubernetes-deploy-34-q3801-pb7sj-qwgmc      Created container vault-agent-init
