LAST SEEN   TYPE      REASON                         OBJECT                                     MESSAGE
44m         Normal    Killing                        pod/consul-m4ltb                           Stopping container consul
34m         Normal    Scheduled                      pod/consul-nckzk                           Successfully assigned kube-system/consul-nckzk to ip-10-0-137-207.eu-west-3.compute.internal
34m         Normal    Pulling                        pod/consul-nckzk                           Pulling image "hub.simloudcorp.customers.simloud.com/hashicorp/consul:1.10.0"
34m         Normal    Pulled                         pod/consul-nckzk                           Successfully pulled image "hub.simloudcorp.customers.simloud.com/hashicorp/consul:1.10.0" in 23.650431855s
34m         Normal    Created                        pod/consul-nckzk                           Created container consul
34m         Normal    Started                        pod/consul-nckzk                           Started container consul
27m         Warning   Unhealthy                      pod/consul-nckzk                           Readiness probe failed:
34m         Normal    Scheduled                      pod/consul-nlhvx                           Successfully assigned kube-system/consul-nlhvx to ip-10-0-149-119.eu-west-3.compute.internal
34m         Normal    Pulling                        pod/consul-nlhvx                           Pulling image "hub.simloudcorp.customers.simloud.com/hashicorp/consul:1.10.0"
34m         Normal    Pulled                         pod/consul-nlhvx                           Successfully pulled image "hub.simloudcorp.customers.simloud.com/hashicorp/consul:1.10.0" in 22.554618487s
34m         Normal    Created                        pod/consul-nlhvx                           Created container consul
34m         Normal    Started                        pod/consul-nlhvx                           Started container consul
27m         Warning   Unhealthy                      pod/consul-nlhvx                           Readiness probe failed:
53m         Normal    Scheduled                      pod/consul-pdqqt                           Successfully assigned kube-system/consul-pdqqt to ip-10-0-138-15.eu-west-3.compute.internal
53m         Normal    Pulling                        pod/consul-pdqqt                           Pulling image "hub.simloudcorp.customers.simloud.com/hashicorp/consul:1.10.0"
52m         Normal    Pulled                         pod/consul-pdqqt                           Successfully pulled image "hub.simloudcorp.customers.simloud.com/hashicorp/consul:1.10.0" in 7.608797332s
52m         Normal    Created                        pod/consul-pdqqt                           Created container consul
52m         Normal    Started                        pod/consul-pdqqt                           Started container consul
52m         Warning   Unhealthy                      pod/consul-pdqqt                           Readiness probe failed:
44m         Normal    Killing                        pod/consul-pdqqt                           Stopping container consul
44m         Warning   Unhealthy                      pod/consul-pdqqt                           Readiness probe errored: rpc error: code = Unknown desc = container not running (6ebb804ff8fcc08752c41a97bcecdc51112c431ac63dc2f666765a6358b3eaf6)
34m         Normal    Scheduled                      pod/consul-q2gpw                           Successfully assigned kube-system/consul-q2gpw to ip-10-0-138-183.eu-west-3.compute.internal
34m         Normal    Pulling                        pod/consul-q2gpw                           Pulling image "hub.simloudcorp.customers.simloud.com/hashicorp/consul:1.10.0"
34m         Normal    Pulled                         pod/consul-q2gpw                           Successfully pulled image "hub.simloudcorp.customers.simloud.com/hashicorp/consul:1.10.0" in 15.924613235s
34m         Normal    Created                        pod/consul-q2gpw                           Created container consul
34m         Normal    Started                        pod/consul-q2gpw                           Started container consul
33m         Warning   Unhealthy                      pod/consul-q2gpw                           Readiness probe failed:
28m         Normal    ScaleDown                      pod/consul-q2gpw                           deleting pod for node scale down
28m         Normal    Killing                        pod/consul-q2gpw                           Stopping container consul
44m         Normal    Killing                        pod/consul-server-0                        Stopping container consul
34m         Normal    Scheduled                      pod/consul-server-0                        Successfully assigned kube-system/consul-server-0 to ip-10-0-137-207.eu-west-3.compute.internal
34m         Normal    SuccessfulAttachVolume         pod/consul-server-0                        AttachVolume.Attach succeeded for volume "pvc-1d31d94d-4438-40ab-9bec-12864271db5b"
34m         Normal    Pulling                        pod/consul-server-0                        Pulling image "hub.simloudcorp.customers.simloud.com/hashicorp/consul:1.10.0"
34m         Normal    Pulled                         pod/consul-server-0                        Successfully pulled image "hub.simloudcorp.customers.simloud.com/hashicorp/consul:1.10.0" in 18.539496842s
34m         Normal    Created                        pod/consul-server-0                        Created container consul
34m         Normal    Started                        pod/consul-server-0                        Started container consul
28m         Warning   Unhealthy                      pod/consul-server-0                        Readiness probe failed:
43m         Warning   Unhealthy                      pod/consul-server-1                        Readiness probe failed:
44m         Normal    Killing                        pod/consul-server-1                        Stopping container consul
43m         Warning   Unhealthy                      pod/consul-server-1                        Readiness probe errored: rpc error: code = Unknown desc = container not running (6d1bdac83f34163c084e9d9ce9e77819f0ac59845867416cfc7df20bf97c9c57)
34m         Normal    Scheduled                      pod/consul-server-1                        Successfully assigned kube-system/consul-server-1 to ip-10-0-153-159.eu-west-3.compute.internal
34m         Normal    SuccessfulAttachVolume         pod/consul-server-1                        AttachVolume.Attach succeeded for volume "pvc-fafd2ea2-15d1-4947-b848-2b82c11ef8cb"
34m         Normal    Pulling                        pod/consul-server-1                        Pulling image "hub.simloudcorp.customers.simloud.com/hashicorp/consul:1.10.0"
34m         Normal    Pulled                         pod/consul-server-1                        Successfully pulled image "hub.simloudcorp.customers.simloud.com/hashicorp/consul:1.10.0" in 2.622224109s
34m         Normal    Created                        pod/consul-server-1                        Created container consul
34m         Normal    Started                        pod/consul-server-1                        Started container consul
28m         Warning   Unhealthy                      pod/consul-server-1                        Readiness probe failed:
26m         Warning   NodeNotReady                   pod/consul-server-1                        Node is not ready
25m         Warning   FailedAttachVolume             pod/consul-server-1                        AttachVolume.Attach failed for volume "pvc-fafd2ea2-15d1-4947-b848-2b82c11ef8cb" : error finding instance ip-10-0-153-159.eu-west-3.compute.internal: "instance not found"
25m         Normal    TaintManagerEviction           pod/consul-server-1                        Cancelling deletion of Pod kube-system/consul-server-1
25m         Normal    Scheduled                      pod/consul-server-1                        Successfully assigned kube-system/consul-server-1 to ip-10-0-147-29.eu-west-3.compute.internal
24m         Normal    SuccessfulAttachVolume         pod/consul-server-1                        AttachVolume.Attach succeeded for volume "pvc-fafd2ea2-15d1-4947-b848-2b82c11ef8cb"
24m         Normal    Pulled                         pod/consul-server-1                        Container image "hub.simloudcorp.customers.simloud.com/hashicorp/consul:1.10.0" already present on machine
24m         Normal    Created                        pod/consul-server-1                        Created container consul
24m         Normal    Started                        pod/consul-server-1                        Started container consul
44m         Normal    Killing                        pod/consul-server-2                        Stopping container consul
34m         Normal    Scheduled                      pod/consul-server-2                        Successfully assigned kube-system/consul-server-2 to ip-10-0-138-183.eu-west-3.compute.internal
34m         Normal    SuccessfulAttachVolume         pod/consul-server-2                        AttachVolume.Attach succeeded for volume "pvc-b92f8a8d-7811-4b1d-b1a6-47b8673a6c97"
34m         Normal    Pulled                         pod/consul-server-2                        Container image "hub.simloudcorp.customers.simloud.com/hashicorp/consul:1.10.0" already present on machine
34m         Normal    Created                        pod/consul-server-2                        Created container consul
34m         Normal    Started                        pod/consul-server-2                        Started container consul
34m         Warning   Unhealthy                      pod/consul-server-2                        Readiness probe failed:
28m         Normal    ScaleDown                      pod/consul-server-2                        deleting pod for node scale down
28m         Normal    Killing                        pod/consul-server-2                        Stopping container consul
28m         Warning   Unhealthy                      pod/consul-server-2                        Readiness probe errored: rpc error: code = Unknown desc = container not running (8f9527929d04a373a394179a76116b3a763766c8c502b716a6ceefd9488c3b4a)
28m         Normal    Scheduled                      pod/consul-server-2                        Successfully assigned kube-system/consul-server-2 to ip-10-0-137-207.eu-west-3.compute.internal
28m         Normal    SuccessfulAttachVolume         pod/consul-server-2                        AttachVolume.Attach succeeded for volume "pvc-b92f8a8d-7811-4b1d-b1a6-47b8673a6c97"
28m         Normal    Pulled                         pod/consul-server-2                        Container image "hub.simloudcorp.customers.simloud.com/hashicorp/consul:1.10.0" already present on machine
28m         Normal    Created                        pod/consul-server-2                        Created container consul
28m         Normal    Started                        pod/consul-server-2                        Started container consul
27m         Warning   Unhealthy                      pod/consul-server-2                        Readiness probe failed:
43m         Normal    NoPods                         poddisruptionbudget/consul-server          No matching pods found
34m         Normal    SuccessfulCreate               statefulset/consul-server                  create Pod consul-server-0 in StatefulSet consul-server successful
25m         Normal    SuccessfulCreate               statefulset/consul-server                  create Pod consul-server-1 in StatefulSet consul-server successful
28m         Normal    SuccessfulCreate               statefulset/consul-server                  create Pod consul-server-2 in StatefulSet consul-server successful
44m         Normal    SuccessfulDelete               statefulset/consul-server                  delete Pod consul-server-2 in StatefulSet consul-server successful
44m         Normal    SuccessfulDelete               statefulset/consul-server                  delete Pod consul-server-1 in StatefulSet consul-server successful
44m         Normal    SuccessfulDelete               statefulset/consul-server                  delete Pod consul-server-0 in StatefulSet consul-server successful
25m         Warning   FailedToUpdateEndpointSlices   service/consul-server                      Error updating Endpoint Slices for Service kube-system/consul-server: node "ip-10-0-153-159.eu-west-3.compute.internal" not found
25m         Warning   FailedToUpdateEndpoint         endpoints/consul-ui                        Failed to update endpoint kube-system/consul-ui: Operation cannot be fulfilled on endpoints "consul-ui": the object has been modified; please apply your changes to the latest version and try again
26m         Normal    Scheduled                      pod/consul-vvwdz                           Successfully assigned kube-system/consul-vvwdz to ip-10-0-140-164.eu-west-3.compute.internal
26m         Normal    Pulling                        pod/consul-vvwdz                           Pulling image "hub.simloudcorp.customers.simloud.com/hashicorp/consul:1.10.0"
26m         Normal    Pulled                         pod/consul-vvwdz                           Successfully pulled image "hub.simloudcorp.customers.simloud.com/hashicorp/consul:1.10.0" in 6.129099004s
26m         Normal    Created                        pod/consul-vvwdz                           Created container consul
26m         Normal    Started                        pod/consul-vvwdz                           Started container consul
8m5s        Warning   Unhealthy                      pod/consul-vvwdz                           Readiness probe failed:
44m         Normal    Killing                        pod/consul-wchvf                           Stopping container consul
53m         Normal    SuccessfulCreate               daemonset/consul                           Created pod: consul-pdqqt
44m         Normal    SuccessfulDelete               daemonset/consul                           Deleted pod: consul-pdqqt
44m         Normal    SuccessfulDelete               daemonset/consul                           Deleted pod: consul-wchvf
44m         Normal    SuccessfulDelete               daemonset/consul                           Deleted pod: consul-m4ltb
44m         Normal    SuccessfulDelete               daemonset/consul                           Deleted pod: consul-6l4bb
44m         Normal    SuccessfulDelete               daemonset/consul                           Deleted pod: consul-9472n
43m         Warning   FailedToUpdateEndpoint         endpoints/consul                           Failed to update endpoint kube-system/consul: Operation cannot be fulfilled on endpoints "consul": the object has been modified; please apply your changes to the latest version and try again
34m         Normal    SuccessfulCreate               daemonset/consul                           Created pod: consul-nckzk
34m         Normal    SuccessfulCreate               daemonset/consul                           Created pod: consul-dm7nq
34m         Normal    SuccessfulCreate               daemonset/consul                           Created pod: consul-nlhvx
34m         Normal    SuccessfulCreate               daemonset/consul                           Created pod: consul-d4vsk
34m         Normal    SuccessfulCreate               daemonset/consul                           Created pod: consul-q2gpw
26m         Normal    SuccessfulCreate               daemonset/consul                           Created pod: consul-vvwdz
