LAST SEEN   TYPE      REASON                         OBJECT                                                  MESSAGE
54m         Normal    Scheduled                      pod/generic-kubernetes-15-fmj8s-2khds-0mlrp             Successfully assigned default/generic-kubernetes-15-fmj8s-2khds-0mlrp to ip-10-0-133-128.eu-west-3.compute.internal
54m         Normal    Pulled                         pod/generic-kubernetes-15-fmj8s-2khds-0mlrp             Container image "hub.simloudcorp.customers.simloud.com/simloud/vault/vault:1.9.2-1" already present on machine
54m         Normal    Created                        pod/generic-kubernetes-15-fmj8s-2khds-0mlrp             Created container vault-agent-init
54m         Normal    Started                        pod/generic-kubernetes-15-fmj8s-2khds-0mlrp             Started container vault-agent-init
54m         Normal    Pulling                        pod/generic-kubernetes-15-fmj8s-2khds-0mlrp             Pulling image "hub.simloudcorp.customers.simloud.com/simloud/jenkins-slave/jenkins-slave:4.13.2-1-2342-jdk11"
53m         Normal    Pulled                         pod/generic-kubernetes-15-fmj8s-2khds-0mlrp             Successfully pulled image "hub.simloudcorp.customers.simloud.com/simloud/jenkins-slave/jenkins-slave:4.13.2-1-2342-jdk11" in 1m15.675628275s
53m         Normal    Created                        pod/generic-kubernetes-15-fmj8s-2khds-0mlrp             Created container jnlp
53m         Normal    Started                        pod/generic-kubernetes-15-fmj8s-2khds-0mlrp             Started container jnlp
53m         Normal    Pulled                         pod/generic-kubernetes-15-fmj8s-2khds-0mlrp             Container image "hub.simloudcorp.customers.simloud.com/simloud/vault/vault:1.9.2-1" already present on machine
53m         Normal    Created                        pod/generic-kubernetes-15-fmj8s-2khds-0mlrp             Created container vault-agent
53m         Normal    Started                        pod/generic-kubernetes-15-fmj8s-2khds-0mlrp             Started container vault-agent
50m         Normal    Killing                        pod/generic-kubernetes-15-fmj8s-2khds-0mlrp             Stopping container jnlp
50m         Normal    Killing                        pod/generic-kubernetes-15-fmj8s-2khds-0mlrp             Stopping container vault-agent
54m         Normal    Scheduled                      pod/generic-kubernetes-16-zr316-w22q2-fcj3n             Successfully assigned default/generic-kubernetes-16-zr316-w22q2-fcj3n to ip-10-0-148-248.eu-west-3.compute.internal
54m         Normal    Pulled                         pod/generic-kubernetes-16-zr316-w22q2-fcj3n             Container image "hub.simloudcorp.customers.simloud.com/simloud/vault/vault:1.9.2-1" already present on machine
54m         Normal    Created                        pod/generic-kubernetes-16-zr316-w22q2-fcj3n             Created container vault-agent-init
54m         Normal    Started                        pod/generic-kubernetes-16-zr316-w22q2-fcj3n             Started container vault-agent-init
54m         Normal    Pulling                        pod/generic-kubernetes-16-zr316-w22q2-fcj3n             Pulling image "hub.simloudcorp.customers.simloud.com/simloud/jenkins-slave/jenkins-slave:4.13.2-1-2342-jdk11"
53m         Normal    Pulled                         pod/generic-kubernetes-16-zr316-w22q2-fcj3n             Successfully pulled image "hub.simloudcorp.customers.simloud.com/simloud/jenkins-slave/jenkins-slave:4.13.2-1-2342-jdk11" in 1m12.446099179s
53m         Normal    Created                        pod/generic-kubernetes-16-zr316-w22q2-fcj3n             Created container jnlp
53m         Normal    Started                        pod/generic-kubernetes-16-zr316-w22q2-fcj3n             Started container jnlp
53m         Normal    Pulled                         pod/generic-kubernetes-16-zr316-w22q2-fcj3n             Container image "hub.simloudcorp.customers.simloud.com/simloud/vault/vault:1.9.2-1" already present on machine
53m         Normal    Created                        pod/generic-kubernetes-16-zr316-w22q2-fcj3n             Created container vault-agent
53m         Normal    Started                        pod/generic-kubernetes-16-zr316-w22q2-fcj3n             Started container vault-agent
51m         Normal    Killing                        pod/generic-kubernetes-16-zr316-w22q2-fcj3n             Stopping container jnlp
51m         Normal    Killing                        pod/generic-kubernetes-16-zr316-w22q2-fcj3n             Stopping container vault-agent
10m         Normal    Scheduled                      pod/generic-kubernetes-17-fc24q-vgf2k-g3j2x             Successfully assigned default/generic-kubernetes-17-fc24q-vgf2k-g3j2x to ip-10-0-140-164.eu-west-3.compute.internal
10m         Normal    Pulling                        pod/generic-kubernetes-17-fc24q-vgf2k-g3j2x             Pulling image "hub.simloudcorp.customers.simloud.com/simloud/vault/vault:1.9.2-1"
10m         Normal    Pulled                         pod/generic-kubernetes-17-fc24q-vgf2k-g3j2x             Successfully pulled image "hub.simloudcorp.customers.simloud.com/simloud/vault/vault:1.9.2-1" in 11.035762766s
10m         Normal    Created                        pod/generic-kubernetes-17-fc24q-vgf2k-g3j2x             Created container vault-agent-init
10m         Normal    Started                        pod/generic-kubernetes-17-fc24q-vgf2k-g3j2x             Started container vault-agent-init
10m         Normal    Pulling                        pod/generic-kubernetes-17-fc24q-vgf2k-g3j2x             Pulling image "hub.simloudcorp.customers.simloud.com/simloud/jenkins-slave/jenkins-slave:4.13.2-1-2342-jdk11"
9m23s       Normal    Pulled                         pod/generic-kubernetes-17-fc24q-vgf2k-g3j2x             Successfully pulled image "hub.simloudcorp.customers.simloud.com/simloud/jenkins-slave/jenkins-slave:4.13.2-1-2342-jdk11" in 1m2.110788124s
9m22s       Normal    Created                        pod/generic-kubernetes-17-fc24q-vgf2k-g3j2x             Created container jnlp
9m22s       Normal    Started                        pod/generic-kubernetes-17-fc24q-vgf2k-g3j2x             Started container jnlp
9m22s       Normal    Pulled                         pod/generic-kubernetes-17-fc24q-vgf2k-g3j2x             Container image "hub.simloudcorp.customers.simloud.com/simloud/vault/vault:1.9.2-1" already present on machine
9m22s       Normal    Created                        pod/generic-kubernetes-17-fc24q-vgf2k-g3j2x             Created container vault-agent
9m22s       Normal    Started                        pod/generic-kubernetes-17-fc24q-vgf2k-g3j2x             Started container vault-agent
5m24s       Normal    Killing                        pod/generic-kubernetes-17-fc24q-vgf2k-g3j2x             Stopping container jnlp
5m24s       Normal    Killing                        pod/generic-kubernetes-17-fc24q-vgf2k-g3j2x             Stopping container vault-agent
10m         Normal    Scheduled                      pod/generic-kubernetes-18-83tg6-0h6kc-r7jw6             Successfully assigned default/generic-kubernetes-18-83tg6-0h6kc-r7jw6 to ip-10-0-140-164.eu-west-3.compute.internal
10m         Normal    Pulling                        pod/generic-kubernetes-18-83tg6-0h6kc-r7jw6             Pulling image "hub.simloudcorp.customers.simloud.com/simloud/vault/vault:1.9.2-1"
10m         Normal    Pulled                         pod/generic-kubernetes-18-83tg6-0h6kc-r7jw6             Successfully pulled image "hub.simloudcorp.customers.simloud.com/simloud/vault/vault:1.9.2-1" in 13.048239158s
10m         Normal    Created                        pod/generic-kubernetes-18-83tg6-0h6kc-r7jw6             Created container vault-agent-init
10m         Normal    Started                        pod/generic-kubernetes-18-83tg6-0h6kc-r7jw6             Started container vault-agent-init
10m         Normal    Pulling                        pod/generic-kubernetes-18-83tg6-0h6kc-r7jw6             Pulling image "hub.simloudcorp.customers.simloud.com/simloud/jenkins-slave/jenkins-slave:4.13.2-1-2342-jdk11"
9m23s       Normal    Pulled                         pod/generic-kubernetes-18-83tg6-0h6kc-r7jw6             Successfully pulled image "hub.simloudcorp.customers.simloud.com/simloud/jenkins-slave/jenkins-slave:4.13.2-1-2342-jdk11" in 1m2.095475488s
9m22s       Normal    Created                        pod/generic-kubernetes-18-83tg6-0h6kc-r7jw6             Created container jnlp
9m22s       Normal    Started                        pod/generic-kubernetes-18-83tg6-0h6kc-r7jw6             Started container jnlp
9m22s       Normal    Pulled                         pod/generic-kubernetes-18-83tg6-0h6kc-r7jw6             Container image "hub.simloudcorp.customers.simloud.com/simloud/vault/vault:1.9.2-1" already present on machine
9m22s       Normal    Created                        pod/generic-kubernetes-18-83tg6-0h6kc-r7jw6             Created container vault-agent
9m22s       Normal    Started                        pod/generic-kubernetes-18-83tg6-0h6kc-r7jw6             Started container vault-agent
5m30s       Normal    Killing                        pod/generic-kubernetes-18-83tg6-0h6kc-r7jw6             Stopping container jnlp
5m30s       Normal    Killing                        pod/generic-kubernetes-18-83tg6-0h6kc-r7jw6             Stopping container vault-agent
52m         Normal    Scheduled                      pod/generic-kubernetes-deploy-15-frppc-3t1ss-gt7h1      Successfully assigned default/generic-kubernetes-deploy-15-frppc-3t1ss-gt7h1 to ip-10-0-133-128.eu-west-3.compute.internal
52m         Normal    Pulled                         pod/generic-kubernetes-deploy-15-frppc-3t1ss-gt7h1      Container image "hub.simloudcorp.customers.simloud.com/simloud/vault/vault:1.9.2-1" already present on machine
52m         Normal    Created                        pod/generic-kubernetes-deploy-15-frppc-3t1ss-gt7h1      Created container vault-agent-init
52m         Normal    Started                        pod/generic-kubernetes-deploy-15-frppc-3t1ss-gt7h1      Started container vault-agent-init
52m         Normal    Pulled                         pod/generic-kubernetes-deploy-15-frppc-3t1ss-gt7h1      Container image "hub.simloudcorp.customers.simloud.com/simloud/jenkins-slave/jenkins-slave:4.13.2-1-2342-jdk11" already present on machine
52m         Normal    Created                        pod/generic-kubernetes-deploy-15-frppc-3t1ss-gt7h1      Created container jnlp
52m         Normal    Started                        pod/generic-kubernetes-deploy-15-frppc-3t1ss-gt7h1      Started container jnlp
52m         Normal    Pulled                         pod/generic-kubernetes-deploy-15-frppc-3t1ss-gt7h1      Container image "hub.simloudcorp.customers.simloud.com/simloud/vault/vault:1.9.2-1" already present on machine
52m         Normal    Created                        pod/generic-kubernetes-deploy-15-frppc-3t1ss-gt7h1      Created container vault-agent
52m         Normal    Started                        pod/generic-kubernetes-deploy-15-frppc-3t1ss-gt7h1      Started container vault-agent
51m         Normal    Killing                        pod/generic-kubernetes-deploy-15-frppc-3t1ss-gt7h1      Stopping container jnlp
51m         Normal    Killing                        pod/generic-kubernetes-deploy-15-frppc-3t1ss-gt7h1      Stopping container vault-agent
51m         Normal    Scheduled                      pod/generic-kubernetes-deploy-16-7f3wb-vpw41-8wd41      Successfully assigned default/generic-kubernetes-deploy-16-7f3wb-vpw41-8wd41 to ip-10-0-138-15.eu-west-3.compute.internal
51m         Normal    Pulled                         pod/generic-kubernetes-deploy-16-7f3wb-vpw41-8wd41      Container image "hub.simloudcorp.customers.simloud.com/simloud/vault/vault:1.9.2-1" already present on machine
51m         Normal    Created                        pod/generic-kubernetes-deploy-16-7f3wb-vpw41-8wd41      Created container vault-agent-init
51m         Normal    Started                        pod/generic-kubernetes-deploy-16-7f3wb-vpw41-8wd41      Started container vault-agent-init
51m         Normal    Pulling                        pod/generic-kubernetes-deploy-16-7f3wb-vpw41-8wd41      Pulling image "hub.simloudcorp.customers.simloud.com/simloud/jenkins-slave/jenkins-slave:4.13.2-1-2342-jdk11"
51m         Normal    Pulled                         pod/generic-kubernetes-deploy-16-7f3wb-vpw41-8wd41      Successfully pulled image "hub.simloudcorp.customers.simloud.com/simloud/jenkins-slave/jenkins-slave:4.13.2-1-2342-jdk11" in 28.079084199s
51m         Normal    Created                        pod/generic-kubernetes-deploy-16-7f3wb-vpw41-8wd41      Created container jnlp
51m         Normal    Started                        pod/generic-kubernetes-deploy-16-7f3wb-vpw41-8wd41      Started container jnlp
51m         Normal    Pulled                         pod/generic-kubernetes-deploy-16-7f3wb-vpw41-8wd41      Container image "hub.simloudcorp.customers.simloud.com/simloud/vault/vault:1.9.2-1" already present on machine
51m         Normal    Created                        pod/generic-kubernetes-deploy-16-7f3wb-vpw41-8wd41      Created container vault-agent
51m         Normal    Started                        pod/generic-kubernetes-deploy-16-7f3wb-vpw41-8wd41      Started container vault-agent
50m         Normal    Killing                        pod/generic-kubernetes-deploy-16-7f3wb-vpw41-8wd41      Stopping container jnlp
50m         Normal    Killing                        pod/generic-kubernetes-deploy-16-7f3wb-vpw41-8wd41      Stopping container vault-agent
7m10s       Normal    Scheduled                      pod/generic-kubernetes-deploy-17-33674-hrw5k-mpgxh      Successfully assigned default/generic-kubernetes-deploy-17-33674-hrw5k-mpgxh to ip-10-0-147-29.eu-west-3.compute.internal
7m9s        Normal    Pulled                         pod/generic-kubernetes-deploy-17-33674-hrw5k-mpgxh      Container image "hub.simloudcorp.customers.simloud.com/simloud/vault/vault:1.9.2-1" already present on machine
7m9s        Normal    Created                        pod/generic-kubernetes-deploy-17-33674-hrw5k-mpgxh      Created container vault-agent-init
7m8s        Normal    Started                        pod/generic-kubernetes-deploy-17-33674-hrw5k-mpgxh      Started container vault-agent-init
7m8s        Normal    Pulling                        pod/generic-kubernetes-deploy-17-33674-hrw5k-mpgxh      Pulling image "hub.simloudcorp.customers.simloud.com/simloud/jenkins-slave/jenkins-slave:4.13.2-1-2342-jdk11"
6m7s        Normal    Pulled                         pod/generic-kubernetes-deploy-17-33674-hrw5k-mpgxh      Successfully pulled image "hub.simloudcorp.customers.simloud.com/simloud/jenkins-slave/jenkins-slave:4.13.2-1-2342-jdk11" in 1m0.832136888s
6m5s        Normal    Created                        pod/generic-kubernetes-deploy-17-33674-hrw5k-mpgxh      Created container jnlp
6m5s        Normal    Started                        pod/generic-kubernetes-deploy-17-33674-hrw5k-mpgxh      Started container jnlp
6m5s        Normal    Pulled                         pod/generic-kubernetes-deploy-17-33674-hrw5k-mpgxh      Container image "hub.simloudcorp.customers.simloud.com/simloud/vault/vault:1.9.2-1" already present on machine
6m5s        Normal    Created                        pod/generic-kubernetes-deploy-17-33674-hrw5k-mpgxh      Created container vault-agent
6m5s        Normal    Started                        pod/generic-kubernetes-deploy-17-33674-hrw5k-mpgxh      Started container vault-agent
5m30s       Normal    Killing                        pod/generic-kubernetes-deploy-17-33674-hrw5k-mpgxh      Stopping container jnlp
5m30s       Normal    Killing                        pod/generic-kubernetes-deploy-17-33674-hrw5k-mpgxh      Stopping container vault-agent
7m10s       Normal    Scheduled                      pod/generic-kubernetes-deploy-18-63c6c-s6k80-87hb3      Successfully assigned default/generic-kubernetes-deploy-18-63c6c-s6k80-87hb3 to ip-10-0-149-119.eu-west-3.compute.internal
7m9s        Normal    Pulling                        pod/generic-kubernetes-deploy-18-63c6c-s6k80-87hb3      Pulling image "hub.simloudcorp.customers.simloud.com/simloud/vault/vault:1.9.2-1"
6m57s       Normal    Pulled                         pod/generic-kubernetes-deploy-18-63c6c-s6k80-87hb3      Successfully pulled image "hub.simloudcorp.customers.simloud.com/simloud/vault/vault:1.9.2-1" in 11.937708255s
6m56s       Normal    Created                        pod/generic-kubernetes-deploy-18-63c6c-s6k80-87hb3      Created container vault-agent-init
6m56s       Normal    Started                        pod/generic-kubernetes-deploy-18-63c6c-s6k80-87hb3      Started container vault-agent-init
6m55s       Normal    Pulling                        pod/generic-kubernetes-deploy-18-63c6c-s6k80-87hb3      Pulling image "hub.simloudcorp.customers.simloud.com/simloud/jenkins-slave/jenkins-slave:4.13.2-1-2342-jdk11"
5m57s       Normal    Pulled                         pod/generic-kubernetes-deploy-18-63c6c-s6k80-87hb3      Successfully pulled image "hub.simloudcorp.customers.simloud.com/simloud/jenkins-slave/jenkins-slave:4.13.2-1-2342-jdk11" in 58.143277001s
5m56s       Normal    Created                        pod/generic-kubernetes-deploy-18-63c6c-s6k80-87hb3      Created container jnlp
5m56s       Normal    Started                        pod/generic-kubernetes-deploy-18-63c6c-s6k80-87hb3      Started container jnlp
5m56s       Normal    Pulled                         pod/generic-kubernetes-deploy-18-63c6c-s6k80-87hb3      Container image "hub.simloudcorp.customers.simloud.com/simloud/vault/vault:1.9.2-1" already present on machine
5m56s       Normal    Created                        pod/generic-kubernetes-deploy-18-63c6c-s6k80-87hb3      Created container vault-agent
5m56s       Normal    Started                        pod/generic-kubernetes-deploy-18-63c6c-s6k80-87hb3      Started container vault-agent
5m24s       Normal    Killing                        pod/generic-kubernetes-deploy-18-63c6c-s6k80-87hb3      Stopping container jnlp
5m24s       Normal    Killing                        pod/generic-kubernetes-deploy-18-63c6c-s6k80-87hb3      Stopping container vault-agent
54m         Normal    Scheduled                      pod/generic-lambda-15-252kq-c4106-r49mx                 Successfully assigned default/generic-lambda-15-252kq-c4106-r49mx to ip-10-0-133-128.eu-west-3.compute.internal
54m         Normal    Pulled                         pod/generic-lambda-15-252kq-c4106-r49mx                 Container image "hub.simloudcorp.customers.simloud.com/simloud/vault/vault:1.9.2-1" already present on machine
54m         Normal    Created                        pod/generic-lambda-15-252kq-c4106-r49mx                 Created container vault-agent-init
54m         Normal    Started                        pod/generic-lambda-15-252kq-c4106-r49mx                 Started container vault-agent-init
54m         Normal    Pulling                        pod/generic-lambda-15-252kq-c4106-r49mx                 Pulling image "hub.simloudcorp.customers.simloud.com/simloud/jenkins-slave/jenkins-slave:4.13.2-1-2342-jdk11"
53m         Normal    Pulled                         pod/generic-lambda-15-252kq-c4106-r49mx                 Successfully pulled image "hub.simloudcorp.customers.simloud.com/simloud/jenkins-slave/jenkins-slave:4.13.2-1-2342-jdk11" in 1m3.746172062s
53m         Normal    Created                        pod/generic-lambda-15-252kq-c4106-r49mx                 Created container jnlp
53m         Normal    Started                        pod/generic-lambda-15-252kq-c4106-r49mx                 Started container jnlp
53m         Normal    Pulled                         pod/generic-lambda-15-252kq-c4106-r49mx                 Container image "hub.simloudcorp.customers.simloud.com/simloud/vault/vault:1.9.2-1" already present on machine
53m         Normal    Created                        pod/generic-lambda-15-252kq-c4106-r49mx                 Created container vault-agent
53m         Normal    Started                        pod/generic-lambda-15-252kq-c4106-r49mx                 Started container vault-agent
52m         Normal    Killing                        pod/generic-lambda-15-252kq-c4106-r49mx                 Stopping container jnlp
52m         Normal    Killing                        pod/generic-lambda-15-252kq-c4106-r49mx                 Stopping container vault-agent
54m         Normal    Scheduled                      pod/generic-lambda-16-hls84-h50p6-85g9z                 Successfully assigned default/generic-lambda-16-hls84-h50p6-85g9z to ip-10-0-145-161.eu-west-3.compute.internal
54m         Normal    Pulling                        pod/generic-lambda-16-hls84-h50p6-85g9z                 Pulling image "hub.simloudcorp.customers.simloud.com/simloud/vault/vault:1.9.2-1"
54m         Normal    Pulled                         pod/generic-lambda-16-hls84-h50p6-85g9z                 Successfully pulled image "hub.simloudcorp.customers.simloud.com/simloud/vault/vault:1.9.2-1" in 22.002008597s
54m         Normal    Created                        pod/generic-lambda-16-hls84-h50p6-85g9z                 Created container vault-agent-init
54m         Normal    Started                        pod/generic-lambda-16-hls84-h50p6-85g9z                 Started container vault-agent-init
54m         Normal    Pulling                        pod/generic-lambda-16-hls84-h50p6-85g9z                 Pulling image "hub.simloudcorp.customers.simloud.com/simloud/jenkins-slave/jenkins-slave:4.13.2-1-2342-jdk11"
53m         Normal    Pulled                         pod/generic-lambda-16-hls84-h50p6-85g9z                 Successfully pulled image "hub.simloudcorp.customers.simloud.com/simloud/jenkins-slave/jenkins-slave:4.13.2-1-2342-jdk11" in 1m1.1187421s
53m         Normal    Created                        pod/generic-lambda-16-hls84-h50p6-85g9z                 Created container jnlp
53m         Normal    Started                        pod/generic-lambda-16-hls84-h50p6-85g9z                 Started container jnlp
53m         Normal    Pulled                         pod/generic-lambda-16-hls84-h50p6-85g9z                 Container image "hub.simloudcorp.customers.simloud.com/simloud/vault/vault:1.9.2-1" already present on machine
53m         Normal    Created                        pod/generic-lambda-16-hls84-h50p6-85g9z                 Created container vault-agent
53m         Normal    Started                        pod/generic-lambda-16-hls84-h50p6-85g9z                 Started container vault-agent
52m         Normal    Killing                        pod/generic-lambda-16-hls84-h50p6-85g9z                 Stopping container jnlp
52m         Normal    Killing                        pod/generic-lambda-16-hls84-h50p6-85g9z                 Stopping container vault-agent
34m         Normal    Scheduled                      pod/ingress-nginx-admission-create-2fhss                Successfully assigned default/ingress-nginx-admission-create-2fhss to ip-10-0-137-207.eu-west-3.compute.internal
34m         Normal    Pulling                        pod/ingress-nginx-admission-create-2fhss                Pulling image "hub.simloudcorp.customers.simloud.com/jettech/kube-webhook-certgen:v1.2.0"
34m         Normal    Pulled                         pod/ingress-nginx-admission-create-2fhss                Successfully pulled image "hub.simloudcorp.customers.simloud.com/jettech/kube-webhook-certgen:v1.2.0" in 1.822910171s
34m         Normal    Created                        pod/ingress-nginx-admission-create-2fhss                Created container create
34m         Normal    Started                        pod/ingress-nginx-admission-create-2fhss                Started container create
44m         Normal    Scheduled                      pod/ingress-nginx-admission-create-ql59b                Successfully assigned default/ingress-nginx-admission-create-ql59b to ip-10-0-133-128.eu-west-3.compute.internal
44m         Normal    Pulled                         pod/ingress-nginx-admission-create-ql59b                Container image "hub.simloudcorp.customers.simloud.com/jettech/kube-webhook-certgen:v1.2.0" already present on machine
44m         Normal    Created                        pod/ingress-nginx-admission-create-ql59b                Created container create
44m         Normal    Started                        pod/ingress-nginx-admission-create-ql59b                Started container create
44m         Normal    SuccessfulCreate               job/ingress-nginx-admission-create                      Created pod: ingress-nginx-admission-create-ql59b
44m         Normal    Completed                      job/ingress-nginx-admission-create                      Job completed
34m         Normal    SuccessfulCreate               job/ingress-nginx-admission-create                      Created pod: ingress-nginx-admission-create-2fhss
34m         Normal    Completed                      job/ingress-nginx-admission-create                      Job completed
44m         Normal    Scheduled                      pod/ingress-nginx-admission-patch-84jpq                 Successfully assigned default/ingress-nginx-admission-patch-84jpq to ip-10-0-133-128.eu-west-3.compute.internal
44m         Normal    Pulled                         pod/ingress-nginx-admission-patch-84jpq                 Container image "hub.simloudcorp.customers.simloud.com/jettech/kube-webhook-certgen:v1.2.0" already present on machine
44m         Normal    Created                        pod/ingress-nginx-admission-patch-84jpq                 Created container patch
44m         Normal    Started                        pod/ingress-nginx-admission-patch-84jpq                 Started container patch
34m         Normal    Scheduled                      pod/ingress-nginx-admission-patch-pb7h7                 Successfully assigned default/ingress-nginx-admission-patch-pb7h7 to ip-10-0-153-159.eu-west-3.compute.internal
34m         Normal    Pulling                        pod/ingress-nginx-admission-patch-pb7h7                 Pulling image "hub.simloudcorp.customers.simloud.com/jettech/kube-webhook-certgen:v1.2.0"
34m         Normal    Pulled                         pod/ingress-nginx-admission-patch-pb7h7                 Successfully pulled image "hub.simloudcorp.customers.simloud.com/jettech/kube-webhook-certgen:v1.2.0" in 1.56435326s
34m         Normal    Created                        pod/ingress-nginx-admission-patch-pb7h7                 Created container patch
34m         Normal    Started                        pod/ingress-nginx-admission-patch-pb7h7                 Started container patch
44m         Normal    SuccessfulCreate               job/ingress-nginx-admission-patch                       Created pod: ingress-nginx-admission-patch-84jpq
44m         Normal    Completed                      job/ingress-nginx-admission-patch                       Job completed
34m         Normal    SuccessfulCreate               job/ingress-nginx-admission-patch                       Created pod: ingress-nginx-admission-patch-pb7h7
34m         Normal    Completed                      job/ingress-nginx-admission-patch                       Job completed
43m         Normal    Killing                        pod/ingress-nginx-controller-7cb6c                      Stopping container controller
43m         Warning   Unhealthy                      pod/ingress-nginx-controller-7cb6c                      Readiness probe failed: HTTP probe failed with statuscode: 500
43m         Warning   Unhealthy                      pod/ingress-nginx-controller-7cb6c                      Liveness probe failed: HTTP probe failed with statuscode: 500
43m         Normal    Killing                        pod/ingress-nginx-controller-7jdwr                      Stopping container controller
43m         Warning   Unhealthy                      pod/ingress-nginx-controller-7jdwr                      Liveness probe failed: HTTP probe failed with statuscode: 500
43m         Warning   Unhealthy                      pod/ingress-nginx-controller-7jdwr                      Readiness probe failed: HTTP probe failed with statuscode: 500
34m         Normal    Scheduled                      pod/ingress-nginx-controller-84hrn                      Successfully assigned default/ingress-nginx-controller-84hrn to ip-10-0-147-29.eu-west-3.compute.internal
34m         Normal    Pulling                        pod/ingress-nginx-controller-84hrn                      Pulling image "hub.simloudcorp.customers.simloud.com/kubernetes-ingress-controller/nginx-ingress-controller:0.33.0"
34m         Normal    Pulled                         pod/ingress-nginx-controller-84hrn                      Successfully pulled image "hub.simloudcorp.customers.simloud.com/kubernetes-ingress-controller/nginx-ingress-controller:0.33.0" in 24.984055707s
34m         Normal    Created                        pod/ingress-nginx-controller-84hrn                      Created container controller
33m         Normal    Started                        pod/ingress-nginx-controller-84hrn                      Started container controller
43m         Normal    Killing                        pod/ingress-nginx-controller-9nf5j                      Stopping container controller
43m         Warning   Unhealthy                      pod/ingress-nginx-controller-9nf5j                      Readiness probe failed: HTTP probe failed with statuscode: 500
43m         Warning   Unhealthy                      pod/ingress-nginx-controller-9nf5j                      Liveness probe failed: HTTP probe failed with statuscode: 500
34m         Normal    Scheduled                      pod/ingress-nginx-controller-9zgn5                      Successfully assigned default/ingress-nginx-controller-9zgn5 to ip-10-0-153-159.eu-west-3.compute.internal
