LAST SEEN   TYPE      REASON                         OBJECT                                                MESSAGE
26m         Normal    Pulled                         pod/generic-kubernetes-deploy-9-h1305-fvcgm-h71xc     Container image "hub.simloudcorp.customers.simloud.com/simloud/vault/vault:1.9.2-1" already present on machine
26m         Normal    Created                        pod/generic-kubernetes-deploy-9-h1305-fvcgm-h71xc     Created container vault-agent
26m         Normal    Started                        pod/generic-kubernetes-deploy-9-h1305-fvcgm-h71xc     Started container vault-agent
25m         Normal    Killing                        pod/generic-kubernetes-deploy-9-h1305-fvcgm-h71xc     Stopping container jnlp
25m         Normal    Killing                        pod/generic-kubernetes-deploy-9-h1305-fvcgm-h71xc     Stopping container vault-agent
28m         Normal    Scheduled                      pod/generic-lambda-10-qn93z-d3d8v-vdbmb               Successfully assigned default/generic-lambda-10-qn93z-d3d8v-vdbmb to ip-10-0-155-246.eu-west-2.compute.internal
28m         Normal    Pulled                         pod/generic-lambda-10-qn93z-d3d8v-vdbmb               Container image "hub.simloudcorp.customers.simloud.com/simloud/vault/vault:1.9.2-1" already present on machine
28m         Normal    Created                        pod/generic-lambda-10-qn93z-d3d8v-vdbmb               Created container vault-agent-init
28m         Normal    Started                        pod/generic-lambda-10-qn93z-d3d8v-vdbmb               Started container vault-agent-init
28m         Normal    Pulling                        pod/generic-lambda-10-qn93z-d3d8v-vdbmb               Pulling image "hub.simloudcorp.customers.simloud.com/simloud/jenkins-slave/jenkins-slave:4.13.2-1-2342-jdk11"
27m         Normal    Pulled                         pod/generic-lambda-10-qn93z-d3d8v-vdbmb               Successfully pulled image "hub.simloudcorp.customers.simloud.com/simloud/jenkins-slave/jenkins-slave:4.13.2-1-2342-jdk11" in 1m11.75331726s
27m         Normal    Created                        pod/generic-lambda-10-qn93z-d3d8v-vdbmb               Created container jnlp
27m         Normal    Started                        pod/generic-lambda-10-qn93z-d3d8v-vdbmb               Started container jnlp
27m         Normal    Pulled                         pod/generic-lambda-10-qn93z-d3d8v-vdbmb               Container image "hub.simloudcorp.customers.simloud.com/simloud/vault/vault:1.9.2-1" already present on machine
27m         Normal    Created                        pod/generic-lambda-10-qn93z-d3d8v-vdbmb               Created container vault-agent
27m         Normal    Started                        pod/generic-lambda-10-qn93z-d3d8v-vdbmb               Started container vault-agent
26m         Normal    Killing                        pod/generic-lambda-10-qn93z-d3d8v-vdbmb               Stopping container jnlp
26m         Normal    Killing                        pod/generic-lambda-10-qn93z-d3d8v-vdbmb               Stopping container vault-agent
59m         Normal    Scheduled                      pod/generic-lambda-7-jn7mf-04t1p-415dk                Successfully assigned default/generic-lambda-7-jn7mf-04t1p-415dk to ip-10-0-139-89.eu-west-2.compute.internal
59m         Normal    Pulled                         pod/generic-lambda-7-jn7mf-04t1p-415dk                Container image "hub.simloudcorp.customers.simloud.com/simloud/vault/vault:1.9.2-1" already present on machine
59m         Normal    Created                        pod/generic-lambda-7-jn7mf-04t1p-415dk                Created container vault-agent-init
59m         Normal    Started                        pod/generic-lambda-7-jn7mf-04t1p-415dk                Started container vault-agent-init
59m         Normal    Pulling                        pod/generic-lambda-7-jn7mf-04t1p-415dk                Pulling image "hub.simloudcorp.customers.simloud.com/simloud/jenkins-slave/jenkins-slave:4.13.2-1-2342-jdk11"
58m         Normal    Pulled                         pod/generic-lambda-7-jn7mf-04t1p-415dk                Successfully pulled image "hub.simloudcorp.customers.simloud.com/simloud/jenkins-slave/jenkins-slave:4.13.2-1-2342-jdk11" in 1m7.075203835s
58m         Normal    Created                        pod/generic-lambda-7-jn7mf-04t1p-415dk                Created container jnlp
58m         Normal    Started                        pod/generic-lambda-7-jn7mf-04t1p-415dk                Started container jnlp
58m         Normal    Pulled                         pod/generic-lambda-7-jn7mf-04t1p-415dk                Container image "hub.simloudcorp.customers.simloud.com/simloud/vault/vault:1.9.2-1" already present on machine
58m         Normal    Created                        pod/generic-lambda-7-jn7mf-04t1p-415dk                Created container vault-agent
58m         Normal    Started                        pod/generic-lambda-7-jn7mf-04t1p-415dk                Started container vault-agent
57m         Normal    Killing                        pod/generic-lambda-7-jn7mf-04t1p-415dk                Stopping container vault-agent
57m         Normal    Killing                        pod/generic-lambda-7-jn7mf-04t1p-415dk                Stopping container jnlp
59m         Normal    Scheduled                      pod/generic-lambda-8-x7vbf-gx2jv-xtf8g                Successfully assigned default/generic-lambda-8-x7vbf-gx2jv-xtf8g to ip-10-0-139-89.eu-west-2.compute.internal
59m         Normal    Pulled                         pod/generic-lambda-8-x7vbf-gx2jv-xtf8g                Container image "hub.simloudcorp.customers.simloud.com/simloud/vault/vault:1.9.2-1" already present on machine
59m         Normal    Created                        pod/generic-lambda-8-x7vbf-gx2jv-xtf8g                Created container vault-agent-init
59m         Normal    Started                        pod/generic-lambda-8-x7vbf-gx2jv-xtf8g                Started container vault-agent-init
59m         Normal    Pulling                        pod/generic-lambda-8-x7vbf-gx2jv-xtf8g                Pulling image "hub.simloudcorp.customers.simloud.com/simloud/jenkins-slave/jenkins-slave:4.13.2-1-2342-jdk11"
58m         Normal    Pulled                         pod/generic-lambda-8-x7vbf-gx2jv-xtf8g                Successfully pulled image "hub.simloudcorp.customers.simloud.com/simloud/jenkins-slave/jenkins-slave:4.13.2-1-2342-jdk11" in 1m7.038091406s
58m         Normal    Created                        pod/generic-lambda-8-x7vbf-gx2jv-xtf8g                Created container jnlp
58m         Normal    Started                        pod/generic-lambda-8-x7vbf-gx2jv-xtf8g                Started container jnlp
58m         Normal    Pulled                         pod/generic-lambda-8-x7vbf-gx2jv-xtf8g                Container image "hub.simloudcorp.customers.simloud.com/simloud/vault/vault:1.9.2-1" already present on machine
58m         Normal    Created                        pod/generic-lambda-8-x7vbf-gx2jv-xtf8g                Created container vault-agent
58m         Normal    Started                        pod/generic-lambda-8-x7vbf-gx2jv-xtf8g                Started container vault-agent
57m         Normal    Killing                        pod/generic-lambda-8-x7vbf-gx2jv-xtf8g                Stopping container jnlp
57m         Normal    Killing                        pod/generic-lambda-8-x7vbf-gx2jv-xtf8g                Stopping container vault-agent
28m         Normal    Scheduled                      pod/generic-lambda-9-tt2x9-9fx9k-gn8rg                Successfully assigned default/generic-lambda-9-tt2x9-9fx9k-gn8rg to ip-10-0-155-246.eu-west-2.compute.internal
28m         Normal    Pulled                         pod/generic-lambda-9-tt2x9-9fx9k-gn8rg                Container image "hub.simloudcorp.customers.simloud.com/simloud/vault/vault:1.9.2-1" already present on machine
28m         Normal    Created                        pod/generic-lambda-9-tt2x9-9fx9k-gn8rg                Created container vault-agent-init
28m         Normal    Started                        pod/generic-lambda-9-tt2x9-9fx9k-gn8rg                Started container vault-agent-init
28m         Normal    Pulling                        pod/generic-lambda-9-tt2x9-9fx9k-gn8rg                Pulling image "hub.simloudcorp.customers.simloud.com/simloud/jenkins-slave/jenkins-slave:4.13.2-1-2342-jdk11"
27m         Normal    Pulled                         pod/generic-lambda-9-tt2x9-9fx9k-gn8rg                Successfully pulled image "hub.simloudcorp.customers.simloud.com/simloud/jenkins-slave/jenkins-slave:4.13.2-1-2342-jdk11" in 58.761049861s
27m         Normal    Created                        pod/generic-lambda-9-tt2x9-9fx9k-gn8rg                Created container jnlp
27m         Normal    Started                        pod/generic-lambda-9-tt2x9-9fx9k-gn8rg                Started container jnlp
27m         Normal    Pulled                         pod/generic-lambda-9-tt2x9-9fx9k-gn8rg                Container image "hub.simloudcorp.customers.simloud.com/simloud/vault/vault:1.9.2-1" already present on machine
27m         Normal    Created                        pod/generic-lambda-9-tt2x9-9fx9k-gn8rg                Created container vault-agent
27m         Normal    Started                        pod/generic-lambda-9-tt2x9-9fx9k-gn8rg                Started container vault-agent
26m         Normal    Killing                        pod/generic-lambda-9-tt2x9-9fx9k-gn8rg                Stopping container vault-agent
26m         Normal    Killing                        pod/generic-lambda-9-tt2x9-9fx9k-gn8rg                Stopping container jnlp
48m         Normal    Scheduled                      pod/ingress-nginx-admission-create-nprqg              Successfully assigned default/ingress-nginx-admission-create-nprqg to ip-10-0-133-141.eu-west-2.compute.internal
48m         Normal    Pulling                        pod/ingress-nginx-admission-create-nprqg              Pulling image "hub.simloudcorp.customers.simloud.com/jettech/kube-webhook-certgen:v1.2.0"
48m         Normal    Pulled                         pod/ingress-nginx-admission-create-nprqg              Successfully pulled image "hub.simloudcorp.customers.simloud.com/jettech/kube-webhook-certgen:v1.2.0" in 1.904935815s
48m         Normal    Created                        pod/ingress-nginx-admission-create-nprqg              Created container create
48m         Normal    Started                        pod/ingress-nginx-admission-create-nprqg              Started container create
39m         Normal    Scheduled                      pod/ingress-nginx-admission-create-vv6qd              Successfully assigned default/ingress-nginx-admission-create-vv6qd to ip-10-0-137-244.eu-west-2.compute.internal
39m         Normal    Pulling                        pod/ingress-nginx-admission-create-vv6qd              Pulling image "hub.simloudcorp.customers.simloud.com/jettech/kube-webhook-certgen:v1.2.0"
39m         Normal    Pulled                         pod/ingress-nginx-admission-create-vv6qd              Successfully pulled image "hub.simloudcorp.customers.simloud.com/jettech/kube-webhook-certgen:v1.2.0" in 1.776919965s
39m         Normal    Created                        pod/ingress-nginx-admission-create-vv6qd              Created container create
39m         Normal    Started                        pod/ingress-nginx-admission-create-vv6qd              Started container create
48m         Normal    SuccessfulCreate               job/ingress-nginx-admission-create                    Created pod: ingress-nginx-admission-create-nprqg
48m         Normal    Completed                      job/ingress-nginx-admission-create                    Job completed
39m         Normal    SuccessfulCreate               job/ingress-nginx-admission-create                    Created pod: ingress-nginx-admission-create-vv6qd
39m         Normal    Completed                      job/ingress-nginx-admission-create                    Job completed
